,href,Text content,layer3
0,/wiki/Tamil_Wiki:Board_of_Editors,Tamil Wiki:Board of Editors,Tamil Wiki:Board of Editors
1,/wiki/Tamil_Wiki:Contact,Tamil Wiki:Contact,Tamil Wiki:Contact
2,/wiki/Tamil_Wiki:Copyright,Tamil Wiki:Copyright,Tamil Wiki:Copyright
3,/wiki/Tamil_Wiki:English_Translation_editing_tutorial,Tamil Wiki:English Translation editing tutorial,Tamil Wiki:English Translation editing tutorial
4,/wiki/Tamil_Wiki:English_translation_review_workflow,Tamil Wiki:English translation review workflow,Tamil Wiki:English translation review workflow
5,/wiki/Tamil_Wiki:General_disclaimer,Tamil Wiki:General disclaimer,Tamil Wiki:General disclaimer
6,/wiki/Tamil_Wiki:Participate,Tamil Wiki:Participate,Tamil Wiki:Participate
7,/wiki/Tamil_Wiki:Tamil_pages_to_be_spellchecked,Tamil Wiki:Tamil pages to be spellchecked,Tamil Wiki:Tamil pages to be spellchecked
8,/wiki/Tamil_Wiki:Terminologies,Tamil Wiki:Terminologies,Tamil Wiki:Terminologies
9,/wiki/Tamil_Wiki:Terms_of_Service,Tamil Wiki:Terms of Service,Tamil Wiki:Terms of Service
10,/wiki/Tamil_Wiki:Titles_ready_for_finalisation,Tamil Wiki:Titles ready for finalisation,Tamil Wiki:Titles ready for finalisation
11,/wiki/Tamil_Wiki:Translation_Guidelines,Tamil Wiki:Translation Guidelines,Tamil Wiki:Translation Guidelines
12,/wiki/Tamil_Wiki:Translators,Tamil Wiki:Translators,Tamil Wiki:Translators
13,/wiki/Tamil_Wiki:%E0%AE%85%E0%AE%B1%E0%AE%BF%E0%AE%B5%E0%AF%81%E0%AE%B1%E0%AF%81%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AE%B2%E0%AF%8D%E0%AE%95%E0%AE%B3%E0%AF%8D,Tamil Wiki:அறிவுறுத்தல்கள்,Tamil Wiki:அறிவுறுத்தல்கள்
