,href,Text content,layer3
0,/wiki/%E0%AE%95%E0%AF%8D%E0%AE%B7%E0%AE%A4%E0%AF%8D%E0%AE%B0%E0%AE%BF%E0%AE%AF%E0%AE%A9%E0%AF%8D_(%E0%AE%87%E0%AE%A4%E0%AE%B4%E0%AF%8D),க்ஷத்ரியன் (இதழ்),க்ஷத்ரியன் (இதழ்)
1,/wiki/%E0%AE%95%E0%AF%8D%E0%AE%B7%E0%AF%87%E0%AE%A4%E0%AF%8D%E0%AE%B0%E0%AE%95%E0%AF%8D%E0%AE%9E%E0%AE%B0%E0%AF%8D,க்ஷேத்ரக்ஞர்,க்ஷேத்ரக்ஞர்
